Economy,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
11_MEX,Access to electricity (% of population),93.145981,93.145981,93.145981,95.44846344,95.238294,95.89446259,96.093624,96.32958221,96.092755,96.74829865,98.00713348,97.13832092,97.8970871,97.40085602,98.59770203,98.93273163,99.11415863,97.91056824,98.91403961,98.19821167,99.23669434,99.02815247,99.1116333,99.14769745,99.17292786,99,99.5,100,99.5,99.59999847,99.40000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_NZ,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
13_PNG,Access to electricity (% of population),2.158482552,2.158482552,2.158482552,2.158482552,2.158482552,2.158482552,2.158482552,2.158482552,4.295089722,6.426855087,7.577013969,9.882184029,12.17976952,14.47212029,16.76158333,19.05051231,12.39999962,23.63663292,25.9391861,17.20000076,19.5,32.91732025,35.27588654,37.65428543,40.05049133,42.8782196,49.40000153,54.40000153,55.72738647,59.66297531,60.40000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_PE,Access to electricity (% of population),70.1,70.1,70.1,64.74899292,66.05293274,67.35483551,67,69.16024,72.072063,74.078523,72.49649811,72.1131134,74.38269043,74.38096619,75.69235992,77.17364502,80.15727234,81.98812866,84.67834473,86.42431641,88.12306213,89.70748901,91.09951019,92.13536835,92.91999054,93.85218048,94.19999695,94.80000305,95.19999695,95.55136108,99.31181335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_RP,Access to electricity (% of population),65.4,65.4,65.4,65.4,68.01855469,69.13311768,70.24495697,71.35339355,71.3,71.87417093,74.66168976,75.72294617,76.77661896,76.59999847,87.59999847,79.9156189,80.18000031,82.01390839,83.30000305,84.30000305,85.39764404,87.19999695,87.08000183,87.5,89.72036743,89.08000183,92.06650543,93,94.44826508,95.64508057,96.84238434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16_RUS,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
17_SIN,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
18_CT,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
19_THA,Access to electricity (% of population),82.09999847,82.09999847,82.09999847,82.09999847,82.09999847,82.09999847,82.09999847,82.09999847,82.09999847,82.09999847,82.09999847,90.45137787,91.08022308,91.7038269,92.32454681,92.94473267,99.14620209,94.193367,94.82717133,98.95999908,99.69999695,99.35183716,99.10862732,99.44057465,99.46194458,99.59999847,99.84996033,99.90000153,99.81999969,99.90000153,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
20_USA,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
21_VN,Access to electricity (% of population),78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,86.17598724,86.99443817,87.82841492,88.60747528,89.09999847,90.14519501,90.90854645,96.09999847,96,93.20526886,93.98171234,96.09999847,97.43000031,99,97.88999939,98.55496216,99.19999695,99.82130432,99.19999695,100,100,99.40000153,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
